t  S  q  ell
0.867 0.8232860587 0.3805066272 0.2805066272
0.8685 0.8058839063 0.3766535413 0.2766535413
0.87 0.7886322352 0.3727670135 0.2727670135
0.8715 0.7715325776 0.3688479958 0.2688479958
0.873 0.7545864525 0.3648974867 0.2648974867
0.8745 0.7377953651 0.3609165311 0.2609165311
0.876 0.721160807 0.3569062208 0.2569062208
0.8775 0.7046842556 0.3528676945 0.2528676945
0.879 0.6883671745 0.3488021379 0.2488021379
0.8805 0.6722110132 0.3447107834 0.2447107834
0.882 0.6562172066 0.3405949105 0.2405949105
0.8835 0.6403871755 0.3364558456 0.2364558456
0.885 0.6247223259 0.3322949613 0.2322949613
0.8865 0.6092240494 0.3281136769 0.2281136769
0.888 0.5938937225 0.3239134576 0.2239134576
0.8895 0.578732707 0.3196958142 0.2196958142
0.891 0.5637423495 0.3154623026 0.2154623026
0.8925 0.5489239817 0.3112145235 0.2112145235
0.894 0.5342789197 0.3069541215 0.2069541215
0.8955 0.5198084644 0.3026827846 0.2026827846
0.897 0.5055139012 0.2984022436 0.1984022436
0.8985 0.4913964997 0.2941142707 0.1941142707
0.9 0.4774575141 0.2898206792 0.1898206792
0.9015 0.4636981823 0.2855233225 0.1855233225
0.903 0.4501197267 0.2812240925 0.1812240925
0.9045 0.4367233533 0.276924919 0.176924919
0.906 0.423510252 0.2726277684 0.1726277684
0.9075 0.4104815966 0.2683346423 0.1683346423
0.909 0.3976385443 0.2640475762 0.1640475762
0.9105 0.3849822358 0.259768638 0.159768638
0.912 0.3725137955 0.2554999268 0.1554999268
0.9135 0.3602343308 0.2512435709 0.1512435709
0.915 0.3481449325 0.2470017265 0.1470017265
0.9165 0.3362466744 0.2427765758 0.1427765758
0.918 0.3245406133 0.2385703253 0.1385703253
0.9195 0.3130277892 0.234385204 0.134385204
0.921 0.3017092245 0.2302234612 0.1302234612
0.9225 0.2905859248 0.2260873651 0.1260873651
0.924 0.279658878 0.2219792 0.1219792
0.9255 0.2689290547 0.217901265 0.117901265
0.927 0.258397408 0.2138558712 0.1138558712
0.9285 0.2480648735 0.2098453399 0.1098453399
0.93 0.2379323688 0.205872 0.105872
0.9315 0.2280007941 0.2019381862 0.1019381862
0.933 0.2182710315 0.1980462361 0.09804623606
0.9345 0.2087439452 0.1941984881 0.09419848807
0.936 0.1994203816 0.190397279 0.09039727897
0.9375 0.1903011687 0.1866449414 0.08664494139
0.939 0.1813871167 0.1829438013 0.08294380131
0.9405 0.1726790172 0.1792961756 0.07929617556
0.942 0.1641776439 0.1757043693 0.07570436927
0.9435 0.1558837518 0.1721706733 0.0721706733
0.945 0.1477980776 0.1686973617 0.06869736166
0.9465 0.1399213396 0.1652866889 0.06528668894
0.948 0.1322542375 0.1619408877 0.06194088768
0.9495 0.1247974522 0.1586621658 0.05866216577
0.951 0.1175516462 0.1554527039 0.0554527039
0.9525 0.110517463 0.1523146529 0.0523146529
0.954 0.1036955275 0.1492501312 0.04925013122
0.9555 0.09708644553 0.1462612223 0.04626122232
0.957 0.09069080427 0.1433499721 0.04334997214
0.9585 0.0845091718 0.1405183866 0.0405183866
0.96 0.07854209718 0.1377684291 0.03776842909
0.9615 0.07279011045 0.135102018 0.035102018
0.963 0.06725372254 0.1325210243 0.03252102434
0.9645 0.06193342523 0.1300272693 0.03002726932
0.966 0.05682969108 0.1276225221 0.02762252207
0.9675 0.05194297345 0.1253084973 0.02530849733
0.969 0.04727370639 0.1230868532 0.02308685325
0.9705 0.04282230467 0.1209591892 0.02095918921
0.972 0.03858916368 0.1189270438 0.01892704378
0.9735 0.03457465943 0.1169918926 0.01699189261
0.975 0.03077914851 0.1151551466 0.01515514658
0.9765 0.02720296807 0.1134181498 0.01341814984
0.978 0.02384643576 0.1117821781 0.01178217808
0.9795 0.02070984972 0.1102484368 0.01024843678
0.981 0.01779348858 0.1088180596 0.008818059612
0.9825 0.01509761136 0.1074921069 0.007492106911
0.984 0.01262245755 0.1062715642 0.006271564228
0.9855 0.01036824699 0.105157341 0.005157341
0.987 0.008335179915 0.1041502693 0.004150269308
0.9885 0.006523436919 0.1032511027 0.003251102748
0.99 0.004933178929 0.1024605154 0.002460515393
0.9915 0.003564547201 0.1017791009 0.001779100872
0.993 0.002417663305 0.1012073716 0.001207371555
0.9945 0.001492629113 0.1007457578 0.0007457578479
0.996 0.0007895267918 0.1003946076 0.0003946075987
0.9975 0.0003084187958 0.1001541856 0.0001541856198
0.999 4.934785966e-05 0.1000246733 2.467332104e-05
1 0 0.1 0
